# 
hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDC	IDC	Delay	a	b	
-50.0	-65.0	-50.0	-65.0	-55.7349921	0.0017184328961311606	2.0	-50.0	-15.0	18-06-24 15:46:33.924564
-50.0	-64.7	-50.0	-64.7	-55.3179065	0.0017242976547035887	2.0	-50.0	-14.7	18-06-24 15:46:38.125852
-50.0	-64.4	-50.0	-64.4	-54.9940706	0.001729300579826052	2.0	-50.0	-14.4	18-06-24 15:46:42.942485
-50.0	-64.1	-50.0	-64.1	-54.6624278	0.0017327093631910428	2.0	-50.0	-14.1	18-06-24 15:46:47.223433
-50.0	-63.8	-50.0	-63.8	-54.3449667	0.0017356771488553436	2.0	-50.0	-13.8	18-06-24 15:46:51.536287
-50.0	-63.5	-50.0	-63.5	-54.030557	0.0017379593821853444	2.0	-50.0	-13.5	18-06-24 15:46:55.830851
-50.0	-63.2	-50.0	-63.2	-53.710768	0.001739991834449665	2.0	-50.0	-13.2	18-06-24 15:47:00.074235
-50.0	-62.9	-50.0	-62.9	-53.4008743	0.0017416424452664201	2.0	-50.0	-12.9	18-06-24 15:47:04.335892
-50.0	-62.6	-50.0	-62.6	-53.0923477	0.001742970822753174	2.0	-50.0	-12.6	18-06-24 15:47:08.844782
-50.0	-62.3	-50.0	-62.3	-52.779792	0.0017439656123163052	2.0	-50.0	-12.3	18-06-24 15:47:13.038953
-50.0	-62.0	-50.0	-62.0	-52.4736532	0.0017448243067079879	2.0	-50.0	-12.0	18-06-24 15:47:17.263947
-50.0	-61.7	-50.0	-61.7	-52.168807	0.0017454893911826451	2.0	-50.0	-11.7	18-06-24 15:47:21.427423
-50.0	-61.4	-50.0	-61.4	-51.8573816	0.0017459011096670998	2.0	-50.0	-11.4	18-06-24 15:47:25.544069
-50.0	-61.1	-50.0	-61.1	-51.55386	0.0017462521763470958	2.0	-50.0	-11.1	18-06-24 15:47:29.857266
-50.0	-60.8	-50.0	-60.8	-51.2509495	0.0017465346735979206	2.0	-50.0	-10.8	18-06-24 15:47:34.024361
-50.0	-60.5	-50.0	-60.5	-50.9438086	0.001746686901929421	2.0	-50.0	-10.5	18-06-24 15:47:38.342029
-50.0	-60.2	-50.0	-60.2	-50.6415994	0.0017479556732980105	2.0	-50.0	-10.2	18-06-24 15:47:51.641327
-50.0	-59.9	-50.0	-59.9	-50.3342233	0.0017479653823852844	2.0	-50.0	-9.899999999999999	18-06-24 15:47:55.848411
-50.0	-59.6	-50.0	-59.6	-50.0264731	0.0017478655903229031	2.0	-50.0	-9.600000000000001	18-06-24 15:48:00.233896
-50.0	-59.3	-50.0	-59.3	-50.0369818	0.001691747635709287	2.0	-50.0	-9.3	18-06-24 15:48:04.362325
-50.0	-59.0	-50.0	-59.0	-50.0369233	0.001637553377986604	2.0	-50.0	-9.0	18-06-24 15:48:08.754458
-50.0	-58.7	-50.0	-58.7	-50.0369388	0.0015819926482055385	2.0	-50.0	-8.7	18-06-24 15:48:13.032265
-50.0	-58.4	-50.0	-58.4	-50.0371435	0.001528243720883735	2.0	-50.0	-8.4	18-06-24 15:48:17.296040
-50.0	-58.1	-50.0	-58.1	-50.0372146	0.0014740528981305608	2.0	-50.0	-8.1	18-06-24 15:48:21.555594
-50.0	-57.8	-50.0	-57.8	-50.0371914	0.001418496501049685	2.0	-50.0	-7.800000000000001	18-06-24 15:48:25.754551
-50.0	-57.5	-50.0	-57.5	-50.0372094	0.001364308965310407	2.0	-50.0	-7.5	18-06-24 15:48:30.024069
-50.0	-57.2	-50.0	-57.2	-50.0373445	0.0013101605698290512	2.0	-50.0	-7.199999999999999	18-06-24 15:48:34.143398
-50.0	-56.9	-50.0	-56.9	-50.0374057	0.0012546020813755873	2.0	-50.0	-6.899999999999999	18-06-24 15:48:38.346539
-50.0	-56.6	-50.0	-56.6	-50.0374682	0.0012008310446865941	2.0	-50.0	-6.6	18-06-24 15:48:42.686439
-50.0	-56.3	-50.0	-56.3	-50.0375469	0.0011466581505548336	2.0	-50.0	-6.300000000000001	18-06-24 15:48:46.954115
-50.0	-56.0	-50.0	-56.0	-50.0375134	0.0010910929381185645	2.0	-50.0	-6.0	18-06-24 15:48:51.247283
-50.0	-55.7	-50.0	-55.7	-50.0375158	0.0010369178026592022	2.0	-50.0	-5.699999999999999	18-06-24 15:48:55.543615
-50.0	-55.4	-50.0	-55.4	-50.0376043	0.000982730266919924	2.0	-50.0	-5.4	18-06-24 15:48:59.824490
-50.0	-55.1	-50.0	-55.1	-50.037569	0.000927173122063381	2.0	-50.0	-5.1	18-06-24 15:49:04.048535
-50.0	-54.8	-50.0	-54.8	-50.0377172	0.0008730256243127062	2.0	-50.0	-4.799999999999999	18-06-24 15:49:08.246761
-50.0	-54.5	-50.0	-54.5	-50.0376177	0.0008192758012596221	2.0	-50.0	-4.5	18-06-24 15:49:12.471914
-50.0	-54.2	-50.0	-54.2	-50.0377595	0.0007637005798260522	2.0	-50.0	-4.200000000000001	18-06-24 15:49:16.716637
-50.0	-53.9	-50.0	-53.9	-50.0376741	0.0007095335099470159	2.0	-50.0	-3.9000000000000004	18-06-24 15:49:20.855002
-50.0	-53.6	-50.0	-53.6	-50.0377632	0.0006553919884034789	2.0	-50.0	-3.5999999999999996	18-06-24 15:49:25.248985
-50.0	-53.3	-50.0	-53.3	-50.0377206	0.0005998415655303408	2.0	-50.0	-3.299999999999999	18-06-24 15:49:29.391930
-50.0	-53.0	-50.0	-53.0	-50.0377589	0.0005456552254323703	2.0	-50.0	-3.0	18-06-24 15:49:33.752902
-50.0	-52.7	-50.0	-52.7	-50.0378425	0.0004914809857042887	2.0	-50.0	-2.700000000000001	18-06-24 15:49:37.953470
-50.0	-52.4	-50.0	-52.4	-50.0377367	0.0004363071758472458	2.0	-50.0	-2.4000000000000004	18-06-24 15:49:42.312456
-50.0	-52.1	-50.0	-52.1	-50.0378463	0.00038216102169349195	2.0	-50.0	-2.0999999999999996	18-06-24 15:49:46.512463
