# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	2055555.5555555555	0.003311311214825913	0.1	0	10-04-24 19:35:04.166916
0	0	2.0	2055555.5555555555	0.006918309709189373	0.1	0	10-04-24 19:35:10.664767
0	0	3.0	2055555.5555555555	0.010964781961431865	0.1	0	10-04-24 19:35:17.162730
0	0	4.0	2055555.5555555555	0.015848931924611134	0.1	0	10-04-24 19:35:23.660434
0	0	5.0	2055555.5555555555	0.01995262314968883	0.1	0	10-04-24 19:35:30.158271
0	0	6.0	2055555.5555555555	0.025118864315095843	0.1	0	10-04-24 19:35:36.656163
0	0	7.0	2055555.5555555555	0.028840315031266068	0.1	0	10-04-24 19:35:43.154157
0	0	8.0	2055555.5555555555	0.03467368504525321	0.1	0	10-04-24 19:35:49.652009
0	0	9.0	2055555.5555555555	0.03801893963205616	0.1	0	10-04-24 19:35:56.150040
0	0	10.0	2055555.5555555555	0.04365158322401665	0.1	0	10-04-24 19:36:02.647929
0	0	11.0	2055555.5555555555	0.04786300923226388	0.1	0	10-04-24 19:36:09.145924
0	0	12.0	2055555.5555555555	0.05248074602497729	0.1	0	10-04-24 19:36:15.643548
0	0	13.0	2055555.5555555555	0.057543993733715715	0.1	0	10-04-24 19:36:22.141607
0	0	14.0	2055555.5555555555	0.057543993733715715	0.1	0	10-04-24 19:36:28.639628
0	0	15.0	2055555.5555555555	0.06309573444801943	0.1	0	10-04-24 19:36:35.138390
