# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	3111111.111111111	0.003162277660168382	0.1	0	10-04-24 19:36:41.634795
0	0	2.0	3111111.111111111	0.006918309709189373	0.1	0	10-04-24 19:36:48.132766
0	0	3.0	3111111.111111111	0.010964781961431865	0.1	0	10-04-24 19:36:54.630553
0	0	4.0	3111111.111111111	0.015135612484362097	0.1	0	10-04-24 19:37:01.128410
0	0	5.0	3111111.111111111	0.01905460717963249	0.1	0	10-04-24 19:37:07.626205
0	0	6.0	3111111.111111111	0.02398832919019493	0.1	0	10-04-24 19:37:14.124362
0	0	7.0	3111111.111111111	0.027542287033381702	0.1	0	10-04-24 19:37:20.621932
0	0	8.0	3111111.111111111	0.03162277660168385	0.1	0	10-04-24 19:37:27.119939
0	0	9.0	3111111.111111111	0.036307805477010145	0.1	0	10-04-24 19:37:33.618064
0	0	10.0	3111111.111111111	0.03981071705534979	0.1	0	10-04-24 19:37:40.115466
0	0	11.0	3111111.111111111	0.04365158322401665	0.1	0	10-04-24 19:37:46.613169
0	0	12.0	3111111.111111111	0.04786300923226388	0.1	0	10-04-24 19:37:53.111022
0	0	13.0	3111111.111111111	0.05248074602497729	0.1	0	10-04-24 19:37:59.609238
0	0	14.0	3111111.111111111	0.05248074602497729	0.1	0	10-04-24 19:38:06.107726
0	0	15.0	3111111.111111111	0.057543993733715715	0.1	0	10-04-24 19:38:12.606482
