# 
A1	f1	A2	f2	Delay	a	
0	10000000.0	1.0	100000.0	0.2	2.71356783919598	10-04-24 17:30:57.806175
0	10000000.0	1.0	1164285.7142857143	0.2	2.71356783919598	10-04-24 17:30:58.036161
0	10000000.0	1.0	2228571.4285714286	0.2	2.71356783919598	10-04-24 17:30:58.269838
0	10000000.0	1.0	3292857.1428571427	0.2	2.71356783919598	10-04-24 17:30:58.502146
0	10000000.0	1.0	4357142.857142857	0.2	2.71356783919598	10-04-24 17:30:58.730590
0	10000000.0	1.0	5421428.571428572	0.2	2.71356783919598	10-04-24 17:30:58.954092
0	10000000.0	1.0	6485714.285714285	0.2	2.71356783919598	10-04-24 17:30:59.187486
0	10000000.0	1.0	7550000.0	0.2	2.71356783919598	10-04-24 17:30:59.417429
0	10000000.0	1.0	8614285.714285715	0.2	2.71356783919598	10-04-24 17:30:59.646435
0	10000000.0	1.0	9678571.42857143	0.2	2.71356783919598	10-04-24 17:30:59.874178
0	10000000.0	1.0	10742857.142857144	0.2	2.71356783919598	10-04-24 17:31:00.104777
0	10000000.0	1.0	11807142.857142856	0.2	2.71356783919598	10-04-24 17:31:00.328340
0	10000000.0	1.0	12871428.57142857	0.2	2.71356783919598	10-04-24 17:31:00.557742
0	10000000.0	1.0	13935714.285714285	0.2	2.71356783919598	10-04-24 17:31:00.789183
0	10000000.0	1.0	15000000.0	0.2	2.71356783919598	10-04-24 17:31:01.019539
