# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.082	0.0	250	250	-7446401.0	-7459708.0	-7466720.0	-7464451.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.1672245	1713954465.9064937	6	24.0	24-04-24 12:27:45.906556
0.6	0.002	250	250	-7153960.0	-7166443.0	-7172949.0	-7170440.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.0987093	1713954472.6759772	6	24.0	24-04-24 12:27:52.676037
1.2	0.005	250	250	-6779026.0	-6790761.0	-6796944.0	-6794618.0	-8124839.0	-8115913.0	-8114915.0	-8110913.0	-1.16084987	22.0362312	1713954479.4571476	6	24.0	24-04-24 12:27:59.457205
1.8	0.008	250	250	-6403129.0	-6414134.0	-6420005.0	-6417872.0	-7674403.0	-7665936.0	-7665012.0	-7661178.0	-1.0964855	21.9410767	1713954486.239103	6	24.0	24-04-24 12:28:06.239155
2.401	0.011	250	250	-6026002.0	-6036275.0	-6041789.0	-6039843.0	-7221957.0	-7213850.0	-7213037.0	-7209417.0	-1.03184457	21.8966137	1713954493.018984	6	24.0	24-04-24 12:28:13.019039
3.0	0.015	250	250	-5649357.0	-5658897.0	-5664084.0	-5662329.0	-6770572.0	-6762902.0	-6762157.0	-6758711.0	-0.967356939	21.8231157	1713954499.8003747	6	24.0	24-04-24 12:28:19.800434
3.6	0.018	250	250	-5272900.0	-5281697.0	-5286562.0	-5284994.0	-6319255.0	-6312079.0	-6311416.0	-6308158.0	-0.902886762	21.7466471	1713954506.5867596	6	24.0	24-04-24 12:28:26.586819
4.2	0.021	250	250	-4896017.0	-4904105.0	-4908613.0	-4907240.0	-5867680.0	-5860894.0	-5860304.0	-5857234.0	-0.838368717	21.647372	1713954513.3895197	6	24.0	24-04-24 12:28:33.389577
4.8	0.024	250	250	-4519480.0	-4526813.0	-4531008.0	-4529813.0	-5416584.0	-5410228.0	-5409698.0	-5406789.0	-0.773919053	21.5769404	1713954520.1892374	6	24.0	24-04-24 12:28:40.189294
5.4	0.027	250	250	-4142446.0	-4149017.0	-4152878.0	-4151885.0	-4964827.0	-4958919.0	-4958448.0	-4955775.0	-0.709379028	21.5150373	1713954526.969338	6	24.0	24-04-24 12:28:46.969396
6.0	0.03	250	250	-3765811.0	-3771668.0	-3775191.0	-3774394.0	-4513662.0	-4508171.0	-4507795.0	-4505317.0	-0.64492454	21.4500677	1713954533.7549622	6	24.0	24-04-24 12:28:53.755010
6.6	0.033	250	250	-3388802.0	-3393901.0	-3397082.0	-3396498.0	-4061715.0	-4056680.0	-4056364.0	-4054049.0	-0.580350781	21.3433183	1713954540.5373578	6	24.0	24-04-24 12:29:00.537417
7.2	0.036	250	250	-3012242.0	-3016618.0	-3019463.0	-3019064.0	-3610303.0	-3605729.0	-3605479.0	-3603369.0	-0.515878385	21.2621542	1713954547.3241725	6	24.0	24-04-24 12:29:07.324229
7.8	0.039	250	250	-2634773.0	-2638402.0	-2640949.0	-2640729.0	-3158196.0	-3154053.0	-3153894.0	-3151956.0	-0.451286017	21.2315859	1713954554.107446	6	24.0	24-04-24 12:29:14.107494
8.4	0.042	250	250	-2258249.0	-2261119.0	-2263319.0	-2263307.0	-2707061.0	-2703327.0	-2703256.0	-2701508.0	-0.386831087	21.2215243	1713954560.8873403	6	24.0	24-04-24 12:29:20.887397
8.999	0.045	250	250	-1881828.0	-1883965.0	-1885845.0	-1886015.0	-2255969.0	-2252686.0	-2252682.0	-2251124.0	-0.322397906	21.1831942	1713954567.672692	6	24.0	24-04-24 12:29:27.672740
9.599	0.048	250	250	-1504991.0	-1506391.0	-1507951.0	-1508301.0	-1804395.0	-1801516.0	-1801554.0	-1800209.0	-0.257878006	21.1127625	1713954574.4574847	6	24.0	24-04-24 12:29:34.457542
10.199	0.051	250	250	-1127923.0	-1128582.0	-1129814.0	-1130360.0	-1352587.0	-1350148.0	-1350281.0	-1349133.0	-0.193335893	21.1461098	1713954581.2389262	6	24.0	24-04-24 12:29:41.238979
10.8	0.055	250	250	-750654.8	-750582.4	-751490.3	-752230.9	-900500.6	-898476.9	-898709.5	-897748.9	-0.128743899	21.0928309	1713954588.0367184	6	24.0	24-04-24 12:29:48.036782
11.4	0.058	250	250	-373974.1	-373159.9	-373741.3	-374671.8	-449090.9	-447488.2	-447786.8	-447000.1	-0.0642595633	21.1453432	1713954594.819596	6	24.0	24-04-24 12:29:54.819652
12.0	0.061	250	250	2898.508	4441.704	4180.22	3071.812	2539.192	3690.136	3325.712	3931.024	0.000265655255	21.1993886	1713954601.6417449	6	24.0	24-04-24 12:30:01.641803
12.599	0.064	250	250	379562.4	381843.2	381907.2	380620.9	453954.7	454682.7	454227.3	454649.5	0.0647556408	21.1500386	1713954608.4242866	6	24.0	24-04-24 12:30:08.424342
13.2	0.067	250	250	756663.0	759682.6	760068.9	758601.6	905915.9	906202.1	905665.6	905881.5	0.129317322	21.1316401	1713954615.20878	6	24.0	24-04-24 12:30:15.208832
13.799	0.07	250	250	1133046.0	1136794.0	1137514.0	1135859.0	1356912.0	1356751.0	1356137.0	1356162.0	0.193754751	21.2297653	1713954621.9955084	6	24.0	24-04-24 12:30:21.995560
14.399	0.073	250	250	1509973.0	1514452.0	1515506.0	1513659.0	1808661.0	1808076.0	1807382.0	1807239.0	0.258279642	21.2285195	1713954628.777636	6	24.0	24-04-24 12:30:28.777727
14.999	0.076	250	250	1886580.0	1891795.0	1893181.0	1891142.0	2260014.0	2259005.0	2258239.0	2257905.0	0.322762942	21.2266989	1713954635.556242	6	24.0	24-04-24 12:30:35.556294
15.599	0.079	250	250	2263972.0	2269943.0	2271642.0	2269417.0	2712356.0	2710904.0	2710064.0	2709555.0	0.387377942	21.2784445	1713954642.3357527	6	24.0	24-04-24 12:30:42.335832
16.2	0.082	250	250	2640902.0	2647593.0	2649625.0	2647215.0	3164086.0	3162175.0	3161261.0	3160551.0	0.451901548	21.3409226	1713954649.1214342	6	24.0	24-04-24 12:30:49.121489
