# 
VDC	Voltage 1	Current 1	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	a	
-1.50124773	10.5	0.053	-1.497271	-943322.0	-944413.2	-945053.4	-1.502504	-944570.2	-944807.4	-943974.8	7.0	8.0	11-12-23 16:21:40.038160
-1.00170758	11.0	0.056	-0.9985091	-628468.4	-629282.5	-630086.8	-1.002265	-629617.2	-629922.1	-629163.9	7.0	8.0	11-12-23 16:21:47.585937
-0.502499476	11.499	0.058	-0.5000777	-313816.2	-314354.7	-315315.0	-0.5023952	-314865.9	-315238.5	-314567.6	7.0	8.0	11-12-23 16:21:55.359981
-0.00268173253	11.999	0.061	-0.001025717	1200.9	934.45	-177.7	-0.001924107	257.9	-189.35	381.85	7.0	8.0	11-12-23 16:22:02.893007
0.496150395	12.499	0.063	0.4970184	315603.2	315627.8	314347.0	0.4976993	314760.7	314256.2	314728.4	7.0	8.0	11-12-23 16:22:10.516126
0.996355742	13.0	0.066	0.9964989	630885.8	631188.1	629753.1	0.9985259	630147.2	629574.4	629947.6	7.0	8.0	11-12-23 16:22:18.134410
1.49526372	13.498	0.068	1.494653	945368.4	945948.0	944339.7	1.498202	944735.0	944093.0	944376.9	7.0	8.0	11-12-23 16:22:25.773974
1.9954182	13.999	0.071	1.994038	1260610.0	1261476.0	1259710.0	1.999068	1260075.0	1259361.0	1259566.0	7.0	8.0	11-12-23 16:22:33.392109
2.49477497	14.499	0.074	2.492709	1575368.0	1576520.0	1574586.0	2.499174	1574934.0	1574166.0	1574276.0	7.0	8.0	11-12-23 16:22:41.007443
2.99376833	14.998	0.076	2.990944	1889882.0	1891308.0	1889217.0	2.998826	1889551.0	1888698.0	1888724.0	7.0	8.0	11-12-23 16:22:48.539651
3.49449646	15.5	0.079	3.491097	2205590.0	2207298.0	2205049.0	3.500475	2205362.0	2204463.0	2204385.0	7.0	8.0	11-12-23 16:22:56.876248
3.99323946	15.998	0.081	3.98893	2519892.0	2521856.0	2519453.0	3.999873	2519755.0	2518785.0	2518623.0	7.0	8.0	11-12-23 16:23:04.430266
4.49380183	16.499	0.084	4.488815	2835463.0	2837711.0	2835139.0	4.501234	2835450.0	2834400.0	2834138.0	7.0	8.0	11-12-23 16:23:12.326163
4.99254821	16.999	0.086	4.986726	3149802.0	3152352.0	3149586.0	5.000585	3149864.0	3148762.0	3148395.0	7.0	8.0	11-12-23 16:23:19.882432
5.49256108	17.499	0.089	5.486064	3464978.0	3467795.0	3464878.0	5.501352	3465126.0	3463951.0	3463494.0	7.0	8.0	11-12-23 16:23:27.412093
5.99212581	17.999	0.092	5.984911	3779876.0	3782981.0	3779886.0	6.001622	3780130.0	3778879.0	3778345.0	7.0	8.0	11-12-23 16:23:34.998094
6.49150939	18.499	0.094	6.483446	4094657.0	4098048.0	4094783.0	6.501738	4095031.0	4093731.0	4093074.0	7.0	8.0	11-12-23 16:23:42.534094
6.9914187	18.999	0.097	6.982666	4409774.0	4413440.0	4410023.0	7.002528	4410285.0	4408901.0	4408168.0	7.0	8.0	11-12-23 16:23:50.177609
7.49029343	19.499	0.099	7.480908	4724239.0	4728179.0	4724627.0	7.502057	4724828.0	4723354.0	4722575.0	7.0	8.0	11-12-23 16:23:57.786371
7.98993102	19.999	0.102	7.979813	5039193.0	5043439.0	5039677.0	8.00237	5039862.0	5038333.0	5037452.0	7.0	8.0	11-12-23 16:24:05.409749
8.48882546	20.499	0.105	8.477925	5353693.0	5358180.0	5354263.0	8.502074	5354440.0	5352841.0	5351873.0	7.0	8.0	11-12-23 16:24:13.094016
8.98852269	20.999	0.107	8.976961	5668617.0	5673393.0	5669343.0	9.002507	5669503.0	5667846.0	5666790.0	7.0	8.0	11-12-23 16:24:20.769306
9.48733581	21.499	0.11	9.474933	5983081.0	5988151.0	5983865.0	9.502028	5984040.0	5982298.0	5981149.0	7.0	8.0	11-12-23 16:24:28.399052
9.98635646	21.999	0.112	9.973486	6297690.0	6303034.0	6298614.0	10.00182	6298722.0	6296919.0	6295662.0	7.0	8.0	11-12-23 16:24:36.540220
10.4844589	22.498	0.115	10.47072	6611639.0	6617266.0	6612666.0	10.50055	6612822.0	6610914.0	6609547.0	7.0	8.0	11-12-23 16:24:44.322993
10.995076	22.999	0.118	10.89656	7485499.0	6886208.0	7487138.0	11.8814	6883993.0	7479907.0	7478383.0	7.0	8.0	11-12-23 16:24:52.067161
11.4804665	23.498	0.12	10.89546	7486546.0	6886035.0	7488264.0	11.88343	6883564.0	7481198.0	7479630.0	7.0	8.0	11-12-23 16:24:59.600725
11.9616783	23.999	0.123	10.88271	7486730.0	6878018.0	7488426.0	11.8836	6875499.0	7481230.0	7479751.0	7.0	8.0	11-12-23 16:25:07.129057
