# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
0.023	0.0	250	250	21.3963097	1714480020.7246425	-11.9537307	-7454013.0	-7466981.0	-7473591.0	-7471181.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1801.0178201782016	30-04-24 14:27:07.153243
0.599	0.003	250	250	21.5503968	1714480047.1941936	-11.3798612	-7155727.0	-7168282.0	-7174713.0	-7172212.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1801.0178201782016	30-04-24 14:27:33.627588
1.2	0.006	250	250	21.6462221	1714480073.6862206	-10.7811484	-6779193.0	-6790994.0	-6797105.0	-6794787.0	-1.16102461	-8126014.0	-8117138.0	-8116098.0	-8112079.0	20	1801.0178201782016	30-04-24 14:28:00.127150
1.799	0.009	250	250	21.759871	1714480100.1856854	-10.1827003	-6402865.0	-6413914.0	-6419697.0	-6417607.0	-1.09666268	-7675526.0	-7667116.0	-7666149.0	-7662316.0	20	1801.0178201782016	30-04-24 14:28:26.626266
2.4	0.012	250	250	21.883869	1714480126.68502	-9.5826443	-6025444.0	-6035761.0	-6041218.0	-6039319.0	-1.03210847	-7223709.0	-7215637.0	-7214827.0	-7211171.0	20	1801.0178201782016	30-04-24 14:28:53.127124
3.0	0.015	250	250	22.1236239	1714480153.1847744	-8.98366491	-5648796.0	-5658324.0	-5663442.0	-5661755.0	-0.967681396	-6772781.0	-6765103.0	-6764371.0	-6760955.0	20	1801.0178201782016	30-04-24 14:29:19.628829
3.599	0.018	250	250	22.2298942	1714480179.6842926	-8.38495265	-5272251.0	-5281033.0	-5285838.0	-5284332.0	-0.903248822	-6321737.0	-6314538.0	-6313872.0	-6310642.0	20	1801.0178201782016	30-04-24 14:29:46.126399
4.199	0.021	250	250	22.4542213	1714480206.1831448	-7.78566185	-4895331.0	-4903397.0	-4907863.0	-4906567.0	-0.838739945	-5870214.0	-5863469.0	-5862850.0	-5859827.0	20	1801.0178201782016	30-04-24 14:30:12.620953
4.798	0.024	250	250	22.6366727	1714480232.6837885	-7.18689734	-4518743.0	-4526043.0	-4530210.0	-4529092.0	-0.774278731	-5418991.0	-5412660.0	-5412154.0	-5409257.0	20	1801.0178201782016	30-04-24 14:30:39.125736
5.399	0.027	250	250	22.7729364	1714480259.1822965	-6.5873464	-4141683.0	-4148253.0	-4152068.0	-4151153.0	-0.709733803	-4967218.0	-4961304.0	-4960879.0	-4958197.0	20	1801.0178201782016	30-04-24 14:31:05.624985
5.998	0.03	250	250	22.812608	1714480285.6822195	-5.9885845	-3765103.0	-3770921.0	-3774453.0	-3773674.0	-0.645242375	-4515891.0	-4510384.0	-4510015.0	-4507592.0	20	1801.0178201782016	30-04-24 14:31:32.125811
6.599	0.033	250	250	22.6169327	1714480312.1800048	-5.38908372	-3388052.0	-3393144.0	-3396334.0	-3395758.0	-0.58068091	-4063960.0	-4058903.0	-4058610.0	-4056326.0	20	1801.0178201782016	30-04-24 14:31:58.621385
7.199	0.036	250	250	22.5722781	1714480338.6815064	-4.7903035	-3011458.0	-3015788.0	-3018663.0	-3018282.0	-0.516181564	-3612443.0	-3607850.0	-3607610.0	-3605530.0	20	1801.0178201782016	30-04-24 14:32:25.124255
7.799	0.04	250	250	22.5875143	1714480365.1797369	-4.19028457	-2634085.0	-2637709.0	-2640217.0	-2640033.0	-0.451543731	-3159997.0	-3155856.0	-3155697.0	-3153788.0	20	1801.0178201782016	30-04-24 14:32:51.621451
8.399	0.043	250	250	22.4410932	1714480391.6802132	-3.59178509	-2257667.0	-2260547.0	-2262753.0	-2262748.0	-0.387053684	-2708609.0	-2704872.0	-2704800.0	-2703096.0	20	1801.0178201782016	30-04-24 14:33:18.122536
8.998	0.046	250	250	22.2141789	1714480418.180344	-2.99328638	-1881250.0	-1883395.0	-1885251.0	-1885451.0	-0.322549014	-2257092.0	-2253807.0	-2253804.0	-2252264.0	20	1801.0178201782016	30-04-24 14:33:44.621211
9.598	0.049	250	250	22.0208033	1714480444.6805665	-2.39401932	-1504348.0	-1505748.0	-1507292.0	-1507671.0	-0.257980791	-1805169.0	-1802277.0	-1802383.0	-1801035.0	20	1801.0178201782016	30-04-24 14:34:11.121172
10.198	0.052	250	250	21.6687411	1714480471.1600392	-1.7944982	-1127284.0	-1127944.0	-1129171.0	-1129739.0	-0.193367004	-1352892.0	-1350459.0	-1350642.0	-1349484.0	20	1801.0178201782016	30-04-24 14:34:37.599962
10.799	0.055	250	250	21.426878	1714480497.6379533	-1.19476534	-750091.9	-750024.4	-750918.9	-751676.2	-0.128734854	-900517.2	-898463.8	-898705.6	-897761.8	20	1801.0178201782016	30-04-24 14:35:04.078978
11.398	0.058	250	250	21.2971305	1714480524.1165624	-0.595882501	-373446.9	-372638.2	-373211.9	-374156.5	-0.0641976815	-448702.6	-447132.8	-447425.1	-446640.6	20	1801.0178201782016	30-04-24 14:35:30.558509
11.998	0.061	250	250	21.3327775	1714480550.5949993	0.0035014546	3513.104	5051.28	4800.208	3677.572	0.00036546095	3250.036	4404.152	3965.8	4615.964	20	1801.0178201782016	30-04-24 14:35:57.036576
12.598	0.064	250	250	21.3334483	1714480577.081582	0.602458748	380212.3	382482.6	382560.5	381256.5	0.0649098755	455013.3	455712.0	455237.2	455693.7	20	1801.0178201782016	30-04-24 14:36:23.527088
13.198	0.067	250	250	21.543689	1714480603.5628376	1.20181222	757190.4	760206.6	760599.9	759113.3	0.129511639	907176.2	907484.9	906925.6	907140.1	20	1801.0178201782016	30-04-24 14:36:50.007587
13.798	0.07	250	250	21.7671537	1714480630.0481033	1.8003911	1133658.0	1137411.0	1138129.0	1136462.0	0.193998149	1358608.0	1358435.0	1357818.0	1357845.0	20	1801.0178201782016	30-04-24 14:37:16.490288
14.398	0.073	250	250	21.8193785	1714480656.5344765	2.3994847	1510465.0	1514950.0	1515992.0	1514134.0	0.258548968	1810457.0	1809847.0	1809177.0	1809008.0	20	1801.0178201782016	30-04-24 14:37:42.974505
14.997	0.077	250	250	22.0741781	1714480683.0126731	2.99833133	1887096.0	1892317.0	1893678.0	1891626.0	0.323059062	2262032.0	2261026.0	2260225.0	2259884.0	20	1801.0178201782016	30-04-24 14:38:09.453218
15.598	0.08	250	250	22.174603	1714480709.5045173	3.59815597	2264392.0	2270338.0	2272041.0	2269810.0	0.387699133	2714521.0	2713057.0	2712193.0	2711671.0	20	1801.0178201782016	30-04-24 14:38:35.945876
16.198	0.083	250	250	22.3965345	1714480735.9827003	4.1975068	2641336.0	2648033.0	2650062.0	2647635.0	0.452255031	3166404.0	3164529.0	3163603.0	3162857.0	20	1801.0178201782016	30-04-24 14:39:02.424786
16.798	0.086	250	250	22.54928	1714480762.4629881	4.79627768	3017930.0	3025363.0	3027728.0	3025108.0	0.51674875	3617876.0	3615532.0	3614538.0	3613631.0	20	1801.0178201782016	30-04-24 14:39:28.906260
17.398	0.089	250	250	22.6874602	1714480788.9448009	5.39541437	3394773.0	3402937.0	3405630.0	3402828.0	0.58127628	4069575.0	4066816.0	4065729.0	4064691.0	20	1801.0178201782016	30-04-24 14:39:55.386143
17.998	0.092	250	250	22.6677201	1714480815.4246736	5.99467291	3771703.0	3780606.0	3783628.0	3780643.0	0.645811481	4521314.0	4518132.0	4516983.0	4515686.0	20	1801.0178201782016	30-04-24 14:40:21.867023
18.598	0.095	250	250	22.5746737	1714480841.9173474	6.59373281	4148491.0	4158128.0	4161485.0	4158303.0	0.710327029	4972920.0	4969331.0	4968081.0	4966606.0	20	1801.0178201782016	30-04-24 14:40:48.360755
19.197	0.098	250	250	22.4925514	1714480868.3979814	7.19224058	4524926.0	4535299.0	4538967.0	4535621.0	0.774773084	5424006.0	5419993.0	5418685.0	5417008.0	20	1801.0178201782016	30-04-24 14:41:14.839574
19.798	0.102	250	250	22.356192	1714480894.87787	7.79180056	4902023.0	4913149.0	4917162.0	4913581.0	0.839336159	5875929.0	5871457.0	5870065.0	5868235.0	20	1801.0178201782016	30-04-24 14:41:41.318683
20.398	0.105	250	250	22.3127831	1714480921.3566487	8.39094249	5278838.0	5290690.0	5295045.0	5291306.0	0.903824122	6327333.0	6322500.0	6320991.0	6319006.0	20	1801.0178201782016	30-04-24 14:42:07.801407
20.997	0.108	250	250	22.1642539	1714480947.8393307	8.98966036	5655437.0	5668022.0	5672692.0	5668769.0	0.968295207	6778651.0	6773354.0	6771821.0	6769619.0	20	1801.0178201782016	30-04-24 14:42:34.280973
21.597	0.111	250	250	21.9107	1714480974.3199122	9.58824894	6031942.0	6045257.0	6050249.0	6046151.0	1.03273057	7229705.0	7223990.0	7222365.0	7219994.0	20	1801.0178201782016	30-04-24 14:43:00.761242
22.197	0.114	250	250	21.6743948	1714481000.798868	10.1861958	6408039.0	6422098.0	6427422.0	6423127.0	1.09708466	7680238.0	7674040.0	7672384.0	7669749.0	20	1801.0178201782016	30-04-24 14:43:27.240893
22.797	0.118	250	250	21.3996636	1714481027.282593	10.7849632	6784586.0	6799442.0	6805062.0	6800585.0	1.16153379	8131321.0	8124783.0	8123011.0	8120227.0	20	1801.0178201782016	30-04-24 14:43:53.725510
23.397	0.121	250	250	21.2961722	1714481053.7631547	11.3828601	6855865.0	7485688.0	6876880.0	7487362.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	1801.0178201782016	30-04-24 14:44:20.196655
23.997	0.124	250	250	21.300676	1714481080.234814	11.9692934	6847188.0	7485958.0	6868340.0	7487604.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	1801.0178201782016	30-04-24 14:44:46.667850
