# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
14.398	0.073	250	250	21.8221574	1714474141.0444543	2.39961902	1510567.0	1515065.0	1516107.0	1514241.0	0.25853612	1810366.0	1809762.0	1809060.0	1808898.0	20	1201.0118801188012	30-04-24 12:49:07.485103
14.997	0.076	250	250	22.00068	1714474167.5262203	2.99840783	1887144.0	1892382.0	1893749.0	1891696.0	0.32303671	2261891.0	2260845.0	2260060.0	2259713.0	20	1201.0118801188012	30-04-24 12:49:33.967487
15.598	0.08	250	250	22.1191201	1714474194.0094545	3.59832559	2264465.0	2270460.0	2272139.0	2269908.0	0.387650419	2714184.0	2712724.0	2711876.0	2711320.0	20	1201.0118801188012	30-04-24 12:50:00.450354
16.198	0.083	250	250	22.3012841	1714474220.4880004	4.19765892	2641411.0	2648142.0	2650169.0	2647724.0	0.452212614	3166115.0	3164194.0	3163298.0	3162554.0	20	1201.0118801188012	30-04-24 12:50:26.928366
16.798	0.086	250	250	22.5373977	1714474246.967073	4.79642436	3018007.0	3025480.0	3027839.0	3025213.0	0.516698907	3617514.0	3615185.0	3614176.0	3613243.0	20	1201.0118801188012	30-04-24 12:50:53.410067
17.398	0.089	250	250	22.6863103	1714474273.4478488	5.3956615	3394906.0	3403113.0	3405794.0	3402981.0	0.581230276	4069304.0	4066494.0	4065422.0	4064333.0	20	1201.0118801188012	30-04-24 12:51:19.890941
17.998	0.092	250	250	22.6826689	1714474299.9319532	5.99481706	3771766.0	3780721.0	3783729.0	3780719.0	0.645753944	4520965.0	4517758.0	4516599.0	4515341.0	20	1201.0118801188012	30-04-24 12:51:46.376034
18.598	0.095	250	250	22.6485551	1714474326.4212165	6.5940339	4148657.0	4158351.0	4161692.0	4158476.0	0.710280906	4972601.0	4968941.0	4967733.0	4966271.0	20	1201.0118801188012	30-04-24 12:52:12.863242
19.197	0.098	250	250	22.5758237	1714474352.9011345	7.19252122	4525082.0	4535535.0	4539180.0	4535787.0	0.774717592	5423695.0	5419572.0	5418264.0	5416653.0	20	1201.0118801188012	30-04-24 12:52:39.342581
19.798	0.102	250	250	22.453838	1714474379.3795457	7.79201764	4902121.0	4913303.0	4917236.0	4913696.0	0.839266676	5875553.0	5871040.0	5869668.0	5867834.0	20	1201.0118801188012	30-04-24 12:53:05.823116
20.398	0.105	250	250	22.4069794	1714474405.8672407	8.39121293	5278986.0	5290984.0	5295226.0	5291469.0	0.903770755	6327113.0	6322181.0	6320743.0	6318678.0	20	1201.0118801188012	30-04-24 12:53:32.317435
20.998	0.108	250	250	22.3208325	1714474432.363704	8.98987508	5655520.0	5668216.0	5672804.0	5668877.0	0.968176522	6777941.0	6772559.0	6771043.0	6768824.0	20	1201.0118801188012	30-04-24 12:53:58.807465
21.597	0.111	250	250	22.035273	1714474458.8453596	9.58849708	6032030.0	6045481.0	6050396.0	6046276.0	1.03262716	7229110.0	7223298.0	7221684.0	7219283.0	20	1201.0118801188012	30-04-24 12:54:25.288529
22.197	0.114	250	250	21.8959429	1714474485.3279748	10.1865129	6408147.0	6422358.0	6427632.0	6423282.0	1.09698748	7679628.0	7673390.0	7671693.0	7669111.0	20	1201.0118801188012	30-04-24 12:54:51.767277
22.797	0.117	250	250	21.7120541	1714474511.8074653	10.7852967	6784737.0	6799701.0	6805273.0	6800787.0	1.16143128	8130756.0	8124137.0	8122349.0	8119542.0	20	1201.0118801188012	30-04-24 12:55:18.252128
23.397	0.121	250	250	21.5114917	1714474538.2900867	11.3830581	6856062.0	7485678.0	6877150.0	7487325.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	1201.0118801188012	30-04-24 12:55:44.719841
23.997	0.124	250	250	21.2616751	1714474564.7589064	11.9695538	6847347.0	7485917.0	6868561.0	7487510.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	1201.0118801188012	30-04-24 12:56:11.198569
