# 
voltage	Source_Voltage	Delay	a	
5462.3337495	0.0	0.1	0	18-09-24 13:28:44.999835
4854.2320082999995	100.0	0.1	0	18-09-24 13:28:45.137797
4174.059786899999	200.0	0.1	0	18-09-24 13:28:45.272372
3460.7710466999997	300.0	0.1	0	18-09-24 13:28:45.407078
2740.925481	400.0	0.1	0	18-09-24 13:28:45.544578
2036.3948205	500.0	0.1	0	18-09-24 13:28:45.680369
1344.8983053	600.0	0.1	0	18-09-24 13:28:45.814907
718.78315881	700.0	0.1	0	18-09-24 13:28:45.949845
570.4805060699999	800.0	0.1	0	18-09-24 13:28:46.084043
565.46743221	900.0	0.1	0	18-09-24 13:28:46.218324
