# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.101	0.0	250	250	-7431454.0	-7445212.0	-7452753.0	-7450175.0	-7440471.0	-7434283.0	-7433434.0	-7430909.0	-11.8776951	37.162786	6.0	7.0	14-12-23 13:47:29.476847
0.5	0.002	250	250	-7224216.0	-7237074.0	-7244015.0	-7241024.0	-7245935.0	-7239849.0	-7238879.0	-7236281.0	-11.4876016	37.1089784	6.0	7.0	14-12-23 13:47:36.752122
1.0	0.004	250	250	-6912585.0	-6924831.0	-6931434.0	-6928665.0	-6933438.0	-6927531.0	-6926625.0	-6924138.0	-10.9917117	37.1071489	6.0	7.0	14-12-23 13:47:43.927094
1.499	0.007	250	250	-6599420.0	-6611012.0	-6617357.0	-6614715.0	-6619288.0	-6613650.0	-6612774.0	-6610385.0	-10.4936806	37.1089784	6.0	7.0	14-12-23 13:47:51.203636
2.0	0.009	250	250	-6284975.0	-6295966.0	-6302054.0	-6299575.0	-6303961.0	-6298533.0	-6297733.0	-6295420.0	-9.99389374	37.2094383	6.0	7.0	14-12-23 13:47:58.366593
2.499	0.012	250	250	-5971120.0	-5981484.0	-5987272.0	-5984968.0	-5989192.0	-5983943.0	-5983229.0	-5980987.0	-9.49484889	37.2012056	6.0	7.0	14-12-23 13:48:05.571041
3.0	0.015	250	250	-5656448.0	-5666188.0	-5671683.0	-5669567.0	-5673611.0	-5668571.0	-5667920.0	-5665776.0	-8.99458289	37.2496873	6.0	7.0	14-12-23 13:48:13.098660
3.499	0.017	250	250	-5342563.0	-5351661.0	-5356880.0	-5354944.0	-5358793.0	-5353966.0	-5353387.0	-5351329.0	-8.49555026	37.2451136	6.0	7.0	14-12-23 13:48:20.272483
3.999	0.02	250	250	-5028144.0	-5036617.0	-5041520.0	-5039771.0	-5043439.0	-5038827.0	-5038285.0	-5036337.0	-7.99563669	37.2149268	6.0	7.0	14-12-23 13:48:27.461063
4.5	0.022	250	250	-4713735.0	-4721569.0	-4726190.0	-4724626.0	-4728097.0	-4723723.0	-4723231.0	-4721366.0	-7.49579769	37.2634086	6.0	7.0	14-12-23 13:48:35.154560
5.0	0.025	250	250	-4399266.0	-4406471.0	-4410809.0	-4409419.0	-4412697.0	-4408555.0	-4408108.0	-4406333.0	-6.9958812	37.2963396	6.0	7.0	14-12-23 13:48:42.309652
5.5	0.027	250	250	-4084948.0	-4091545.0	-4095567.0	-4094369.0	-4097448.0	-4093517.0	-4093149.0	-4091461.0	-6.49613258	37.2954249	6.0	7.0	14-12-23 13:48:49.481537
5.999	0.03	250	250	-3771013.0	-3776964.0	-3780705.0	-3779679.0	-3782589.0	-3778858.0	-3778560.0	-3776952.0	-5.99697437	37.3402476	6.0	7.0	14-12-23 13:48:56.656275
6.499	0.032	250	250	-3456523.0	-3461856.0	-3465319.0	-3464465.0	-3467216.0	-3463697.0	-3463465.0	-3461951.0	-5.49713303	37.3676901	6.0	7.0	14-12-23 13:49:04.400006
6.999	0.035	250	250	-3142434.0	-3147138.0	-3150287.0	-3149636.0	-3152190.0	-3148884.0	-3148716.0	-3147289.0	-4.99776982	37.3638686	6.0	7.0	14-12-23 13:49:11.672999
7.499	0.037	250	250	-2827614.0	-2831694.0	-2834565.0	-2834084.0	-2836433.0	-2833348.0	-2833237.0	-2831909.0	-4.49725743	37.3292706	6.0	7.0	14-12-23 13:49:18.988163
7.999	0.04	250	250	-2513618.0	-2517072.0	-2519649.0	-2519340.0	-2521521.0	-2518655.0	-2518591.0	-2517353.0	-3.99809584	37.4013733	6.0	7.0	14-12-23 13:49:26.169004
8.499	0.043	250	250	-2199195.0	-2202019.0	-2204292.0	-2204175.0	-2206173.0	-2203516.0	-2203528.0	-2202380.0	-3.49821357	37.3722639	6.0	7.0	14-12-23 13:49:33.349492
8.999	0.045	250	250	-1885265.0	-1887467.0	-1889462.0	-1889509.0	-1891324.0	-1888885.0	-1888947.0	-1887889.0	-2.99913809	37.3612869	6.0	7.0	14-12-23 13:49:40.602069
9.499	0.048	250	250	-1570632.0	-1572204.0	-1573917.0	-1574149.0	-1575766.0	-1573547.0	-1573679.0	-1572707.0	-2.49895652	37.4397928	6.0	7.0	14-12-23 13:49:47.802287
9.999	0.05	250	250	-1256142.0	-1257073.0	-1258490.0	-1258911.0	-1260349.0	-1258339.0	-1258539.0	-1257642.0	-1.99900239	37.3276037	6.0	7.0	14-12-23 13:49:54.970118
10.499	0.053	250	250	-941843.9	-942148.7	-943287.7	-943884.4	-945128.5	-943330.0	-943594.5	-942784.1	-1.49932272	37.3739308	6.0	7.0	14-12-23 13:50:02.153474
11.0	0.055	250	250	-627459.7	-627140.3	-627985.1	-628766.6	-629834.3	-628249.8	-628572.9	-627846.9	-0.999529545	37.4388781	6.0	7.0	14-12-23 13:50:09.324076
11.499	0.058	250	250	-313515.4	-312575.2	-313138.1	-314091.5	-314971.1	-313602.6	-313996.0	-313355.5	-0.500399691	37.3914736	6.0	7.0	14-12-23 13:50:16.738316
11.999	0.061	250	250	927.884	2493.304	2216.488	1096.324	401.66	1558.68	1105.76	1655.632	-0.000486029779	37.4754681	6.0	7.0	14-12-23 13:50:24.088997
12.498	0.063	250	250	314695.1	316880.9	316882.1	315598.8	315091.0	316017.1	315509.5	315965.2	0.498355733	37.4946779	6.0	7.0	14-12-23 13:50:31.334395
12.999	0.066	250	250	629337.0	632149.0	632445.3	630980.5	630664.9	631373.7	630806.8	631180.3	0.998608409	37.4718091	6.0	7.0	14-12-23 13:50:38.502351
13.498	0.068	250	250	943188.8	946633.3	947212.9	945574.1	945435.5	945934.2	945305.9	945583.2	1.49761144	37.5138876	6.0	7.0	14-12-23 13:50:45.680516
13.999	0.071	250	250	1257878.0	1261944.0	1262816.0	1260993.0	1261042.0	1261325.0	1260632.0	1260827.0	1.99785047	37.4994142	6.0	7.0	14-12-23 13:50:52.955745
14.499	0.073	250	250	1572098.0	1576794.0	1577955.0	1575950.0	1576194.0	1576261.0	1575511.0	1575610.0	2.49735353	37.5305157	6.0	7.0	14-12-23 13:51:00.131145
14.998	0.076	250	250	1886078.0	1891408.0	1892842.0	1890658.0	1891115.0	1890962.0	1890148.0	1890152.0	2.99651948	37.6879872	6.0	7.0	14-12-23 13:51:07.304233
15.5	0.079	250	250	2201164.0	2207111.0	2208854.0	2206495.0	2207117.0	2206754.0	2205882.0	2205799.0	3.49740368	37.5998742	6.0	7.0	14-12-23 13:51:14.484231
15.998	0.081	250	250	2515014.0	2521595.0	2523613.0	2521087.0	2521890.0	2521312.0	2520373.0	2520206.0	3.99626604	37.6511002	6.0	7.0	14-12-23 13:51:21.655988
16.499	0.084	250	250	2829849.0	2837059.0	2839366.0	2836654.0	2837650.0	2836867.0	2835876.0	2835617.0	4.49684764	37.6712247	6.0	7.0	14-12-23 13:51:28.831454
16.999	0.086	250	250	3143800.0	3151636.0	3154228.0	3151344.0	3152502.0	3151517.0	3150469.0	3150114.0	4.99589646	37.6822017	6.0	7.0	14-12-23 13:51:36.052679
17.499	0.089	250	250	3458292.0	3466759.0	3469643.0	3466576.0	3467921.0	3466728.0	3465604.0	3465162.0	5.49586978	37.7337247	6.0	7.0	14-12-23 13:51:43.282334
17.999	0.091	250	250	3772578.0	3781660.0	3784841.0	3781588.0	3783137.0	3781708.0	3780535.0	3779986.0	5.99547481	37.6629919	6.0	7.0	14-12-23 13:51:50.458358
18.499	0.094	250	250	4086804.0	4096529.0	4099984.0	4096542.0	4098278.0	4096650.0	4095410.0	4094775.0	6.49504539	37.6922639	6.0	7.0	14-12-23 13:51:57.627969
18.999	0.097	250	250	4401327.0	4411691.0	4415435.0	4411824.0	4413739.0	4411872.0	4410571.0	4409856.0	6.99503333	37.725195	6.0	7.0	14-12-23 13:52:04.816299
19.499	0.099	250	250	4715289.0	4726286.0	4730309.0	4726533.0	4728621.0	4726561.0	4725194.0	4724388.0	7.4941174	37.7904392	6.0	7.0	14-12-23 13:52:12.083738
19.999	0.102	250	250	5029623.0	5041233.0	5045559.0	5041587.0	5043866.0	5041580.0	5040180.0	5039275.0	7.9937662	37.809649	6.0	7.0	14-12-23 13:52:19.252728
20.498	0.104	250	250	5343530.0	5355807.0	5360399.0	5356257.0	5358705.0	5356247.0	5354759.0	5353771.0	8.49284037	37.7489785	6.0	7.0	14-12-23 13:52:26.425052
20.999	0.107	250	250	5657938.0	5670823.0	5675724.0	5671384.0	5674052.0	5671359.0	5669817.0	5668757.0	8.99265938	37.7572112	6.0	7.0	14-12-23 13:52:33.600224
21.499	0.11	250	250	5971851.0	5985367.0	5990554.0	5986024.0	5988875.0	5985983.0	5984377.0	5983193.0	9.49163333	37.761785	6.0	7.0	14-12-23 13:52:40.775436
21.999	0.112	250	250	6285788.0	6299957.0	6305392.0	6300722.0	6303758.0	6300627.0	6298962.0	6297713.0	9.99073198	37.8663635	6.0	7.0	14-12-23 13:52:48.083380
22.498	0.115	250	250	6599090.0	6613862.0	6619635.0	6614755.0	6617990.0	6614647.0	6612935.0	6611590.0	10.4887919	37.8947208	6.0	7.0	14-12-23 13:52:55.265267
22.999	0.117	250	250	6877536.0	7481723.0	6898762.0	7483178.0	7482861.0	6899323.0	7476773.0	7475224.0	11.0001118	37.890147	6.0	7.0	14-12-23 13:53:02.470247
23.498	0.12	250	250	6876404.0	7482898.0	6898161.0	7484343.0	7484194.0	6897832.0	7478145.0	7476616.0	11.4853883	37.8303913	6.0	7.0	14-12-23 13:53:09.642678
23.999	0.123	250	250	6868517.0	7483093.0	6890333.0	7484555.0	7484286.0	6889934.0	7478216.0	7476696.0	11.9667082	37.9313108	6.0	7.0	14-12-23 13:53:16.823676
