# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	10500000.0	0.0028840315031266072	0.1	0	10-04-24 19:48:03.897507
0	0	2.0	10500000.0	0.006025595860743584	0.1	0	10-04-24 19:48:10.395418
0	0	3.0	10500000.0	0.01	0.1	0	10-04-24 19:48:16.892960
0	0	4.0	10500000.0	0.013803842646028866	0.1	0	10-04-24 19:48:23.390801
0	0	5.0	10500000.0	0.01819700858609984	0.1	0	10-04-24 19:48:29.888605
0	0	6.0	10500000.0	0.021877616239495554	0.1	0	10-04-24 19:48:36.386173
0	0	7.0	10500000.0	0.026302679918953836	0.1	0	10-04-24 19:48:42.883833
0	0	8.0	10500000.0	0.028840315031266068	0.1	0	10-04-24 19:48:49.382986
0	0	9.0	10500000.0	0.033113112148259134	0.1	0	10-04-24 19:48:55.882304
0	0	10.0	10500000.0	0.03801893963205616	0.1	0	10-04-24 19:49:02.379297
0	0	11.0	10500000.0	0.04168693834703357	0.1	0	10-04-24 19:49:08.878013
0	0	12.0	10500000.0	0.04365158322401665	0.1	0	10-04-24 19:49:15.374955
0	0	13.0	10500000.0	0.04786300923226388	0.1	0	10-04-24 19:49:21.873417
0	0	14.0	10500000.0	0.05011872336272731	0.1	0	10-04-24 19:49:28.370732
0	0	15.0	10500000.0	0.05248074602497729	0.1	0	10-04-24 19:49:34.868503
