# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.11	0.0	250	250	-7443006.0	-7456424.0	-7463550.0	-7461327.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.0881686	1713954744.057682	6	25.0	24-04-24 12:32:24.057788
0.6	0.002	250	250	-7153861.0	-7166368.0	-7172894.0	-7170395.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.1168203	1713954750.8268948	6	25.0	24-04-24 12:32:30.826960
1.2	0.005	250	250	-6778959.0	-6790707.0	-6796905.0	-6794573.0	-8125032.0	-8116112.0	-8115078.0	-8111098.0	-1.16088051	22.1149038	1713954757.606036	6	25.0	24-04-24 12:32:37.606083
1.8	0.008	250	250	-6403051.0	-6414077.0	-6419931.0	-6417797.0	-7674586.0	-7666099.0	-7665161.0	-7661383.0	-1.09652311	22.1996134	1713954764.4294329	6	25.0	24-04-24 12:32:44.429489
2.401	0.012	250	250	-6025898.0	-6036186.0	-6041696.0	-6039767.0	-7222547.0	-7214472.0	-7213647.0	-7210017.0	-1.03194058	22.2287443	1713954771.2194424	6	25.0	24-04-24 12:32:51.219526
3.0	0.015	250	250	-5649264.0	-5658839.0	-5664002.0	-5662245.0	-6771285.0	-6763631.0	-6762888.0	-6759472.0	-0.967470538	22.2621874	1713954778.0217535	6	25.0	24-04-24 12:32:58.021813
3.6	0.018	250	250	-5272777.0	-5281632.0	-5286479.0	-5284893.0	-6320051.0	-6312832.0	-6312171.0	-6308924.0	-0.903002416	22.2499217	1713954784.8025641	6	25.0	24-04-24 12:33:04.802621
4.2	0.021	250	250	-4895954.0	-4904034.0	-4908577.0	-4907191.0	-5868375.0	-5861607.0	-5860988.0	-5857950.0	-0.838470809	22.3149871	1713954791.5888488	6	25.0	24-04-24 12:33:11.588941
4.8	0.024	250	250	-4519394.0	-4526721.0	-4530928.0	-4529730.0	-5416982.0	-5410631.0	-5410101.0	-5407236.0	-0.773987358	22.3149871	1713954798.378503	6	25.0	24-04-24 12:33:18.378555
5.4	0.027	250	250	-4142358.0	-4148932.0	-4152823.0	-4151812.0	-4964969.0	-4959056.0	-4958604.0	-4955920.0	-0.709414683	22.3588751	1713954805.165791	6	25.0	24-04-24 12:33:25.165839
6.0	0.03	250	250	-3765781.0	-3771626.0	-3775183.0	-3774368.0	-4513772.0	-4508310.0	-4507927.0	-4505428.0	-0.644944443	22.3216949	1713954811.9489532	6	25.0	24-04-24 12:33:31.949011
6.6	0.033	250	250	-3388643.0	-3393755.0	-3396946.0	-3396350.0	-4061708.0	-4056669.0	-4056363.0	-4054060.0	-0.580365253	22.3293609	1713954818.7301276	6	25.0	24-04-24 12:33:38.730177
7.199	0.036	250	250	-3012161.0	-3016522.0	-3019414.0	-3019005.0	-3610645.0	-3606042.0	-3605809.0	-3603710.0	-0.515923936	22.3059795	1713954825.5097253	6	25.0	24-04-24 12:33:45.509780
7.8	0.039	250	250	-2634732.0	-2638363.0	-2640910.0	-2640696.0	-3158345.0	-3154183.0	-3154020.0	-3152114.0	-0.451306294	22.2879644	1713954832.2942033	6	25.0	24-04-24 12:33:52.294255
8.4	0.042	250	250	-2258241.0	-2261146.0	-2263359.0	-2263328.0	-2707102.0	-2703363.0	-2703277.0	-2701555.0	-0.386844989	22.2594084	1713954839.0767422	6	25.0	24-04-24 12:33:59.076800
8.999	0.045	250	250	-1881789.0	-1883940.0	-1885830.0	-1885993.0	-2255903.0	-2252596.0	-2252579.0	-2251058.0	-0.322385629	22.198751	1713954845.8586404	6	25.0	24-04-24 12:34:05.858692
9.599	0.048	250	250	-1504911.0	-1506330.0	-1507898.0	-1508238.0	-1804334.0	-1801452.0	-1801534.0	-1800178.0	-0.257870566	22.2312358	1713954852.6482108	6	25.0	24-04-24 12:34:12.648261
10.199	0.051	250	250	-1127819.0	-1128494.0	-1129732.0	-1130269.0	-1352503.0	-1350051.0	-1350217.0	-1349060.0	-0.193325038	22.1997092	1713954859.431662	6	25.0	24-04-24 12:34:19.431714
10.8	0.055	250	250	-750617.2	-750550.3	-751458.0	-752194.1	-900445.6	-898435.5	-898655.7	-897690.9	-0.128742947	22.1591751	1713954866.2140353	6	25.0	24-04-24 12:34:26.214376
