# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.024	0.0	250	250	0	0	0	0	215.012553	219.867138	214.86018	214.934936	20.2144959	1718903077.348376	-11.9608529	-7454079.0	-7467036.0	-7473492.0	-7471232.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	2001.019800198002	0.0	20-06-24 19:04:44.025959
0.6	0.002	250	250	1638	1638	1638	1638	214.632717	219.537088	214.516836	214.616512	20.3862149	1718903116.9730868	-11.3810385	-7155921.0	-7168428.0	-7174773.0	-7172431.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	2001.019800198002	0.025	20-06-24 19:05:23.657713
1.2	0.005	250	250	3276	3276	3276	3276	214.480198	219.402123	214.387934	214.491631	20.4737992	1718903156.5837393	-10.7822306	-6779347.0	-6791105.0	-6797075.0	-6794990.0	-1.16092972	-8123789.0	-8114933.0	-8113942.0	-8110092.0	20	2001.019800198002	0.05	20-06-24 19:06:03.262239
1.8	0.008	250	250	4915	4915	4915	4915	212.648982	212.47797	212.469823	212.462404	20.4596171	1718903196.1908977	-10.183668	-6402932.0	-6413983.0	-6419581.0	-6417723.0	-1.09661501	-7673645.0	-7665230.0	-7664298.0	-7660681.0	20	2001.019800198002	0.075	20-06-24 19:06:42.878771
2.401	0.012	250	250	6553	6553	6553	6553	200.143308	199.980688	199.974451	199.96747	20.3522927	1718903235.8050716	-9.58357068	-6025625.0	-6035872.0	-6041203.0	-6039499.0	-1.03212528	-7222309.0	-7214304.0	-7213472.0	-7210043.0	20	2001.019800198002	0.1	20-06-24 19:07:22.500769
3.001	0.015	250	250	8191	8191	8191	8191	187.634894	187.481835	187.478263	187.471533	20.2634627	1718903275.4257467	-8.98445013	-5648851.0	-5658359.0	-5663416.0	-5661862.0	-0.967663674	-6771194.0	-6763652.0	-6762887.0	-6759618.0	20	2001.019800198002	0.125	20-06-24 19:08:02.117082
3.6	0.018	250	250	9830	9830	9830	9830	175.123496	174.97972	174.97901	174.97205	20.1139751	1718903315.0579515	-8.38578926	-5272356.0	-5281170.0	-5285827.0	-5284482.0	-0.903324055	-6320872.0	-6313778.0	-6313033.0	-6309956.0	20	2001.019800198002	0.15	20-06-24 19:08:41.747023
4.2	0.021	250	250	11468	11468	11468	11468	162.618144	162.482563	162.484745	162.478097	20.0365483	1718903354.6723046	-7.78652051	-4895510.0	-4903568.0	-4907913.0	-4906712.0	-0.838785561	-5869225.0	-5862517.0	-5861893.0	-5858977.0	20	2001.019800198002	0.175	20-06-24 19:09:21.362339
4.8	0.024	250	250	13107	13107	13107	13107	150.104207	149.977365	149.980979	149.974803	20.0691289	1718903394.2829115	-7.18763989	-4518859.0	-4526199.0	-4530220.0	-4529225.0	-0.774317331	-5418003.0	-5411714.0	-5411175.0	-5408421.0	20	2001.019800198002	0.2	20-06-24 19:10:00.972051
5.4	0.027	250	250	14745	14745	14745	14745	137.599102	137.481387	137.485313	137.479109	20.2043384	1718903433.8982275	-6.58807828	-4141838.0	-4148420.0	-4152131.0	-4151315.0	-0.709780129	-4966321.0	-4960465.0	-4960020.0	-4957451.0	20	2001.019800198002	0.225	20-06-24 19:10:40.586247
6.0	0.03	250	250	16383	16383	16383	16383	125.091137	124.981754	124.987156	124.981674	20.3354275	1718903473.507413	-5.98928802	-3765292.0	-3771118.0	-3774540.0	-3773872.0	-0.645299315	-4515068.0	-4509639.0	-4509244.0	-4506880.0	20	2001.019800198002	0.25	20-06-24 19:11:20.194482
6.6	0.033	250	250	18022	18022	18022	18022	112.57998	112.480662	112.48753	112.481972	20.4790696	1718903513.115378	-5.38974999	-3388237.0	-3393342.0	-3396437.0	-3395943.0	-0.580692295	-4062888.0	-4057889.0	-4057571.0	-4055394.0	20	2001.019800198002	0.275	20-06-24 19:11:59.795168
7.199	0.036	250	250	19660	19660	19660	19660	100.074851	99.9842597	99.9933891	99.9875832	20.4885564	1718903552.7140558	-4.79102847	-3011699.0	-3016058.0	-3018834.0	-3018546.0	-0.516158651	-3611237.0	-3606653.0	-3606405.0	-3604400.0	20	2001.019800198002	0.3	20-06-24 19:12:39.402641
7.8	0.039	250	250	21298	21298	21298	21298	87.5689155	87.4879019	87.4996998	87.4943129	20.402601	1718903592.3292813	-4.19095908	-2634321.0	-2637941.0	-2640400.0	-2640261.0	-0.45153311	-3158955.0	-3154784.0	-3154626.0	-3152812.0	20	2001.019800198002	0.325	20-06-24 19:13:19.019038
8.4	0.042	250	250	22937	22937	22937	22937	75.056218	74.9844033	74.9996058	74.9931466	20.1804779	1718903631.949505	-3.59222492	-2257797.0	-2260683.0	-2262822.0	-2262883.0	-0.387000665	-2707323.0	-2703583.0	-2703488.0	-2701859.0	20	2001.019800198002	0.35	20-06-24 19:13:58.640373
8.999	0.045	250	250	24575	24575	24575	24575	62.5474202	62.4854053	62.5036171	62.4981216	20.1199163	1718903671.5656066	-2.99371725	-1881399.0	-1883547.0	-1885363.0	-1885599.0	-0.322541452	-2256198.0	-2252858.0	-2252841.0	-2251355.0	20	2001.019800198002	0.375	20-06-24 19:14:38.253799
9.599	0.048	250	250	26214	26214	26214	26214	50.0369462	49.9835828	50.0042486	50.0002123	20.1543176	1718903711.1777883	-2.39441864	-1504526.0	-1505927.0	-1507432.0	-1507852.0	-0.257975334	-1804266.0	-1801369.0	-1801469.0	-1800173.0	20	2001.019800198002	0.4	20-06-24 19:15:17.873584
10.199	0.051	250	250	27852	27852	27852	27852	37.5323363	37.4878175	37.5116431	37.5068437	20.2303071	1718903750.8004706	-1.79485398	-1127482.0	-1128132.0	-1129327.0	-1129928.0	-0.193381068	-1352179.0	-1349718.0	-1349870.0	-1348761.0	20	2001.019800198002	0.425	20-06-24 19:15:57.489672
10.8	0.055	250	250	29490	29490	29490	29490	25.028134	24.9920593	25.0197236	25.0151779	20.208938	1718903790.409315	-1.19514442	-750331.8	-750236.5	-751107.3	-751894.8	-0.128756954	-899880.1	-897847.0	-898074.2	-897132.3	20	2001.019800198002	0.45	20-06-24 19:16:37.099360
11.399	0.058	250	250	31129	31129	31129	31129	12.5163462	12.4894891	12.5186772	12.5150402	20.3726077	1718903830.0221741	-0.596166425	-373653.3	-372811.4	-373381.5	-374335.6	-0.0642277802	-448254.8	-446645.1	-446983.2	-446197.1	20	2001.019800198002	0.475	20-06-24 19:17:16.718549
11.999	0.061	250	250	32767	32767	32767	32767	0.00975032945	-0.00734744152	0.0244247208	0.0201848547	20.4795488	1718903869.643668	0.00308700808	3177.888	4749.912	4496.564	3367.66	0.000324440906	3523.712	4710.408	4294.692	4906.172	20	2001.019800198002	0.5	20-06-24 19:17:56.332449
12.599	0.064	250	250	34405	34405	34405	34405	-12.4934378	-12.500475	-12.4667047	-12.4707031	20.4415061	1718903909.2573097	0.601989832	379815.4	382122.6	382175.2	380882.0	0.064845333	455063.3	455809.7	455315.8	455757.0	20	2001.019800198002	0.525	20-06-24 19:18:35.937053
13.199	0.067	250	250	36044	36044	36044	36044	-25.0057903	-25.0035336	-24.9672618	-24.9709656	20.3374398	1718903948.863028	1.20149394	756821.4	759865.4	760247.8	758775.3	0.129420752	907032.0	907360.7	906781.3	907038.3	20	2001.019800198002	0.55	20-06-24 19:19:15.558980
13.799	0.07	250	250	37682	37682	37682	37682	-37.510732	-37.4981615	-37.4595786	-37.4627518	20.2140168	1718903988.4823427	1.8001306	1133311.0	1137101.0	1137798.0	1136142.0	0.193909993	1358353.0	1358252.0	1357617.0	1357702.0	20	2001.019800198002	0.575	20-06-24 19:19:55.171047
14.399	0.073	250	250	39321	39321	39321	39321	-50.0237136	-50.0018606	-49.9619107	-49.9636828	20.1351525	1718904028.092322	2.39934226	1510141.0	1514665.0	1515674.0	1513851.0	0.258448364	1810096.0	1809581.0	1808833.0	1808737.0	20	2001.019800198002	0.6	20-06-24 19:20:34.780933
14.998	0.076	250	250	40959	40959	40959	40959	-62.5303378	-62.5001349	-62.4580762	-62.458756	20.0727703	1718904067.7087517	2.99814737	1886734.0	1892008.0	1893341.0	1891328.0	0.322925315	2261380.0	2260433.0	2259620.0	2259354.0	20	2001.019800198002	0.625	20-06-24 19:21:14.388349
15.599	0.079	250	250	42597	42597	42597	42597	-75.0334347	-74.9943347	-74.9495612	-74.9493424	20.0824486	1718904107.3155608	3.59820276	2264101.0	2270115.0	2271752.0	2269565.0	0.387551881	2713713.0	2712325.0	2711432.0	2710981.0	20	2001.019800198002	0.65	20-06-24 19:21:54.004159
16.2	0.082	250	250	44236	44236	44236	44236	-87.5470123	-87.4987747	-87.451627	-87.4499439	20.2216828	1718904146.9308126	4.19745369	2640956.0	2647706.0	2649676.0	2647310.0	0.452091096	3165427.0	3163609.0	3162640.0	3162017.0	20	2001.019800198002	0.675	20-06-24 19:22:33.620506
16.799	0.086	250	250	45874	45874	45874	45874	-100.051636	-99.9946821	-99.945148	-99.9435924	20.4148667	1718904186.5458825	4.79625444	3017544.0	3025037.0	3027337.0	3024762.0	0.516564861	3616713.0	3614477.0	3613425.0	3612617.0	20	2001.019800198002	0.7	20-06-24 19:23:13.233289
17.399	0.089	250	250	47512	47512	47512	47512	-112.557023	-112.490548	-112.440835	-112.438573	20.5248741	1718904226.1584542	5.39549863	3394391.0	3402648.0	3405252.0	3402517.0	0.581068954	4068182.0	4065518.0	4064391.0	4063410.0	20	2001.019800198002	0.725	20-06-24 19:23:52.847625
17.999	0.092	250	250	49151	49151	49151	49151	-125.072561	-124.996972	-124.944977	-124.943076	20.472841	1718904265.7699537	5.99483742	3771377.0	3780374.0	3783286.0	3780381.0	0.645588993	4519775.0	4516698.0	4515463.0	4514338.0	20	2001.019800198002	0.75	20-06-24 19:24:32.459508
18.599	0.095	250	250	50789	50789	50789	50789	-137.576467	-137.491698	-137.437566	-137.434465	20.4236826	1718904305.3850453	6.59406149	4148212.0	4157958.0	4161189.0	4158105.0	0.710038661	4970861.0	4967370.0	4966054.0	4964726.0	20	2001.019800198002	0.775	20-06-24 19:25:12.074040
19.198	0.098	250	250	52428	52428	52428	52428	-150.092012	-149.997007	-149.941585	-149.9364	20.351047	1718904344.9964104	7.19264544	4524675.0	4535165.0	4538695.0	4535415.0	0.77449276	5422000.0	5418086.0	5416680.0	5415184.0	20	2001.019800198002	0.8	20-06-24 19:25:51.685545
19.799	0.101	250	250	54066	54066	54066	54066	-162.597312	-162.493675	-162.434472	-162.430261	20.202901	1718904384.6092982	7.79211143	4901686.0	4912886.0	4916731.0	4913337.0	0.839068564	5873961.0	5869675.0	5868205.0	5866523.0	20	2001.019800198002	0.825	20-06-24 19:26:31.297372
20.399	0.105	250	250	55704	55704	55704	55704	-175.10448	-174.990851	-174.928614	-174.925711	20.104201	1718904424.2232213	8.3914296	5278607.0	5290533.0	5294729.0	5291147.0	0.903529053	6325155.0	6320442.0	6318851.0	6316994.0	20	2001.019800198002	0.85	20-06-24 19:27:10.914434
20.998	0.108	250	250	57343	57343	57343	57343	-187.620994	-187.498732	-187.432051	-187.429259	20.0946184	1718904463.8389237	8.99015861	5655162.0	5667832.0	5672375.0	5668541.0	0.968029855	6776597.0	6771457.0	6769796.0	6767752.0	20	2001.019800198002	0.875	20-06-24 19:27:50.530128
21.598	0.111	250	250	58981	58981	58981	58981	-200.125767	-199.993569	-199.925618	-199.921407	20.1197247	1718904503.4527178	9.5892385	6031900.0	6045296.0	6050162.0	6046194.0	1.03245711	7227537.0	7222024.0	7220302.0	7218087.0	20	2001.019800198002	0.9	20-06-24 19:28:30.140460
22.198	0.114	250	250	60619	60619	60619	60619	-212.633403	-212.491438	-212.419974	-212.416486	20.3118544	1718904543.062849	10.1874535	6408132.0	6422260.0	6427439.0	6423291.0	1.0968581	7678346.0	7672335.0	7670531.0	7668153.0	20	2001.019800198002	0.925	20-06-24 19:29:09.751523
22.798	0.117	250	250	62258	62258	62258	62258	-225.145218	-224.996052	-224.921687	-224.917555	20.3939768	1718904582.6771407	10.7865954	6784890.0	6799809.0	6805289.0	6800932.0	1.16127029	8129076.0	8122686.0	8120801.0	8118275.0	20	2001.019800198002	0.95	20-06-24 19:29:49.361792
23.398	0.121	250	250	63896	63896	63896	63896	-237.651109	-237.493074	-237.415892	-237.411785	20.4472556	1718904622.2772768	11.3853764	6852584.0	7485002.0	6873963.0	7486604.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	2001.019800198002	0.975	20-06-24 19:30:28.954948
23.999	0.124	250	250	65535	65535	65535	65535	-246.861624	-246.870412	-246.857718	-246.841486	20.4459141	1718904661.877853	11.9730069	6844039.0	7485244.0	6865511.0	7486891.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	2001.019800198002	1.0	20-06-24 19:31:08.556025
