# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	20000000.0	0.00015848931924611142	0.1	0	10-04-24 19:28:48.583893
0	0	4.5	20000000.0	0.0008317637711026717	0.1	0	10-04-24 19:28:55.082561
0	0	8.0	20000000.0	0.001445439770745928	0.1	0	10-04-24 19:29:01.581499
0	0	11.5	20000000.0	0.0021877616239495542	0.1	0	10-04-24 19:29:08.079883
0	0	15.0	20000000.0	0.0028840315031266072	0.1	0	10-04-24 19:29:14.578688
