# 
hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDC	IDC	Delay	a	b	
-50.0	-65.0	-50.0	-65.0	-49.9957604	0.00109279873	5.0	-50.0	-15.0	18-06-24 15:13:09.758565
-50.0	-64.0	-50.0	-64.0	-50.005983	0.00109339019	5.0	-50.0	-14.0	18-06-24 15:13:16.933174
-50.0	-63.0	-50.0	-63.0	-50.0163594	0.00109387772	5.0	-50.0	-13.0	18-06-24 15:13:24.299681
-50.0	-62.0	-50.0	-62.0	-50.0269018	0.0010942773100000001	5.0	-50.0	-12.0	18-06-24 15:13:31.477825
-50.0	-61.0	-50.0	-61.0	-50.0377584	0.00109461481	5.0	-50.0	-11.0	18-06-24 15:13:39.405233
-50.0	-60.0	-50.0	-60.0	-50.0376965	0.0009964741569999998	5.0	-50.0	-10.0	18-06-24 15:13:46.633749
-50.0	-59.0	-50.0	-59.0	-50.0377653	0.000896496348	5.0	-50.0	-9.0	18-06-24 15:13:53.874544
-50.0	-58.0	-50.0	-58.0	-50.0377149	0.0007967778830000001	5.0	-50.0	-8.0	18-06-24 15:14:01.176379
-50.0	-57.0	-50.0	-57.0	-50.0376767	0.000696005977	5.0	-50.0	-7.0	18-06-24 15:14:08.459994
-50.0	-56.0	-50.0	-56.0	-50.0375727	0.000596237452	5.0	-50.0	-6.0	18-06-24 15:14:15.717147
-50.0	-55.0	-50.0	-55.0	-50.0376695	0.0004962928920000001	5.0	-50.0	-5.0	18-06-24 15:14:23.012663
-50.0	-54.0	-50.0	-54.0	-50.0373798	0.000396575698	5.0	-50.0	-4.0	18-06-24 15:14:30.253472
-50.0	-53.0	-50.0	-53.0	-50.0375494	0.000296564714	5.0	-50.0	-3.0	18-06-24 15:14:37.500793
-50.0	-52.0	-50.0	-52.0	-50.0376229	0.000196780573	5.0	-50.0	-2.0	18-06-24 15:14:44.687477
-50.0	-51.0	-50.0	-51.0	-50.0376102	9.68130753e-05	5.0	-50.0	-1.0	18-06-24 15:14:51.856511
-50.0	-50.0	-50.0	-50.0	-50.037534	-3.6642947100000003e-06	5.0	-50.0	0.0	18-06-24 15:14:59.036145
-50.0	-49.0	-50.0	-49.0	-50.0375446	-0.00010362574099999999	5.0	-50.0	1.0	18-06-24 15:15:06.222950
-50.0	-48.0	-50.0	-48.0	-50.0376784	-0.000203395162	5.0	-50.0	2.0	18-06-24 15:15:13.767447
-50.0	-47.0	-50.0	-47.0	-50.0375801	-0.000303341889	5.0	-50.0	3.0	18-06-24 15:15:21.034576
-50.0	-46.0	-50.0	-46.0	-50.0376919	-0.000403116915	5.0	-50.0	4.0	18-06-24 15:15:28.212432
-50.0	-45.0	-50.0	-45.0	-50.0374393	-0.00050311557	5.0	-50.0	5.0	18-06-24 15:15:35.417249
-50.0	-44.0	-50.0	-44.0	-50.0374629	-0.000602896274	5.0	-50.0	6.0	18-06-24 15:15:42.640456
-50.0	-43.0	-50.0	-43.0	-50.0374909	-0.000702840161	5.0	-50.0	7.0	18-06-24 15:15:50.130900
-50.0	-42.0	-50.0	-42.0	-50.0373992	-0.000803357057	5.0	-50.0	8.0	18-06-24 15:15:57.283542
-50.0	-41.0	-50.0	-41.0	-50.0379694	-0.0009033767819999999	5.0	-50.0	9.0	18-06-24 15:16:04.567506
-50.0	-40.0	-50.0	-40.0	-50.0371774	-0.00100313507	5.0	-50.0	10.0	18-06-24 15:16:11.941016
-50.0	-39.0	-50.0	-39.0	-50.0373061	-0.00110288664	5.0	-50.0	11.0	18-06-24 15:16:19.211491
-50.0	-38.0	-50.0	-38.0	-49.1357388	-0.00111371708	5.0	-50.0	12.0	18-06-24 15:16:26.440557
-50.0	-37.0	-50.0	-37.0	-48.1396451	-0.0011149409500000001	5.0	-50.0	13.0	18-06-24 15:16:33.750772
-50.0	-36.0	-50.0	-36.0	-47.1430624	-0.0011162476099999998	5.0	-50.0	14.0	18-06-24 15:16:41.043506
-50.0	-35.0	-50.0	-35.0	-46.1398399	-0.0011175006299999999	5.0	-50.0	15.0	18-06-24 15:16:48.183651
