# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.024	0.0	250	250	0	0	0	0	205.340262	210.266276	205.160205	205.229535	42.641776	1717084546.7210376	-11.959956	-7437696.0	-7451022.0	-7458021.0	-7454835.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	5501.054450544506	0.0	30-05-24 17:55:53.399842
0.6	0.002	250	250	1638	1638	1638	1638	204.875799	209.864981	204.738832	204.855829	42.6304976	1717084586.3247635	-11.3809867	-7156332.0	-7169190.0	-7176083.0	-7172870.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	5501.054450544506	0.025	30-05-24 17:56:33.004217
1.2	0.005	250	250	3276	3276	3276	3276	204.682799	209.702328	204.58865	204.710328	42.5807574	1717084625.9319167	-10.7821353	-6779708.0	-6791829.0	-6798351.0	-6795394.0	-1.16097568	-8125583.0	-8115902.0	-8115252.0	-8111628.0	20	5501.054450544506	0.05	30-05-24 17:57:12.610807
1.8	0.008	250	250	4915	4915	4915	4915	204.613907	209.626586	204.512147	204.630167	42.5641773	1717084665.5336208	-10.1835676	-6403287.0	-6414609.0	-6420806.0	-6418074.0	-1.09668088	-7675462.0	-7666336.0	-7665754.0	-7662281.0	20	5501.054450544506	0.075	30-05-24 17:57:52.222015
2.4	0.012	250	250	6553	6553	6553	6553	200.112379	199.937647	199.926709	199.92996	42.7067468	1717084705.1481721	-9.58347602	-6025915.0	-6036502.0	-6042345.0	-6039830.0	-1.03214083	-7223704.0	-7214979.0	-7214516.0	-7211225.0	20	5501.054450544506	0.1	30-05-24 17:58:31.839576
3.0	0.015	250	250	8191	8191	8191	8191	187.60675	187.44201	187.433675	187.436508	42.7183143	1717084744.7649617	-8.98444698	-5649200.0	-5658997.0	-5664511.0	-5662195.0	-0.967715687	-6772770.0	-6764561.0	-6764051.0	-6760977.0	20	5501.054450544506	0.125	30-05-24 17:59:11.454125
3.6	0.018	250	250	9830	9830	9830	9830	175.096865	174.942258	174.937035	174.939115	42.7153261	1717084784.3790898	-8.38562942	-5272603.0	-5281690.0	-5286825.0	-5284751.0	-0.903312012	-6321923.0	-6314218.0	-6313776.0	-6310845.0	20	5501.054450544506	0.15	30-05-24 17:59:51.070654
4.2	0.021	250	250	11468	11468	11468	11468	162.593382	162.448673	162.44509	162.447329	42.7563907	1717084823.9965038	-7.78626115	-4895659.0	-4903961.0	-4908738.0	-4906918.0	-0.838810236	-5870430.0	-5863165.0	-5862779.0	-5859999.0	20	5501.054450544506	0.175	30-05-24 18:00:30.685757
4.799	0.024	250	250	13107	13107	13107	13107	150.080999	149.945532	149.944659	149.946116	42.7768266	1717084863.6109197	-7.18743908	-4519064.0	-4526622.0	-4531026.0	-4529458.0	-0.77433405	-5419135.0	-5412355.0	-5411994.0	-5409424.0	20	5501.054450544506	0.2	30-05-24 18:01:10.300845
5.4	0.027	250	250	14745	14745	14745	14745	137.578392	137.452586	137.451554	137.452452	42.6441859	1717084903.2256596	-6.58783354	-4141977.0	-4148760.0	-4152864.0	-4151499.0	-0.709772268	-4967185.0	-4960839.0	-4960581.0	-4958186.0	20	5501.054450544506	0.225	30-05-24 18:01:49.913391
