# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.023	0.0	250	250	0	0	0	0	205.869272	210.80822	205.704335	205.753619	39.8960463	1718329106.4824378	-11.961618	-7437746.0	-7451029.0	-7457926.0	-7455024.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	8501.084150841509	0.0	14-06-24 03:38:33.160424
0.6	0.002	250	250	1638	1638	1638	1638	205.4333	210.424718	205.310405	205.409913	39.9583177	1718329146.0895207	-11.381388	-7155725.0	-7168532.0	-7175322.0	-7172445.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	8501.084150841509	0.025	14-06-24 03:39:12.773053
1.2	0.005	250	250	3276	3276	3276	3276	205.244754	210.252239	205.142505	205.272008	39.9752309	1718329185.7014809	-10.782397	-6779123.0	-6791178.0	-6797613.0	-6794876.0	-1.15995549	-8117249.0	-8107599.0	-8106991.0	-8103626.0	20	8501.084150841509	0.05	14-06-24 03:39:52.390984
1.8	0.008	250	250	4915	4915	4915	4915	205.165905	210.184111	205.073194	205.201663	39.9568762	1718329225.3118997	-10.183792	-6402753.0	-6414021.0	-6420059.0	-6417566.0	-1.09585306	-7668596.0	-7659371.0	-7658793.0	-7655577.0	20	8501.084150841509	0.075	14-06-24 03:40:32.000585
2.401	0.012	250	250	6553	6553	6553	6553	200.14839	199.973007	199.964502	199.965069	40.0029161	1718329264.9268475	-9.58370484	-6025336.0	-6035916.0	-6041601.0	-6039326.0	-1.03134734	-7217085.0	-7208346.0	-7207768.0	-7204770.0	20	8501.084150841509	0.1	14-06-24 03:41:11.621315
3.001	0.015	250	250	8191	8191	8191	8191	187.63997	187.475326	187.468499	187.468943	40.001181	1718329304.545789	-8.98462195	-5648609.0	-5658391.0	-5663768.0	-5661690.0	-0.967013165	-6766868.0	-6758624.0	-6758111.0	-6755222.0	20	8501.084150841509	0.125	14-06-24 03:41:51.237962
3.6	0.018	250	250	9830	9830	9830	9830	175.127845	174.973558	174.968994	174.969405	39.957645	1718329344.1673942	-8.38583157	-5272111.0	-5281105.0	-5286134.0	-5284301.0	-0.902773043	-6317311.0	-6309448.0	-6309036.0	-6306287.0	20	8501.084150841509	0.15	14-06-24 03:42:30.855578
4.2	0.021	250	250	11468	11468	11468	11468	162.622862	162.477538	162.475875	162.475465	39.9291039	1718329383.7782679	-7.78649198	-4895211.0	-4903455.0	-4908169.0	-4906517.0	-0.838346511	-5866409.0	-5858993.0	-5858632.0	-5856058.0	20	8501.084150841509	0.175	14-06-24 03:43:10.468998
4.8	0.024	250	250	13107	13107	13107	13107	150.108046	149.972063	149.972288	149.972263	39.9340049	1718329423.3969915	-7.18764514	-4518629.0	-4526133.0	-4530480.0	-4529060.0	-0.773827101	-5414781.0	-5407919.0	-5407592.0	-5405170.0	20	8501.084150841509	0.2	14-06-24 03:43:50.085613
5.4	0.027	250	250	14745	14745	14745	14745	137.603122	137.47696	137.477039	137.47637	39.9500533	1718329463.0098314	-6.5879998	-4141583.0	-4148304.0	-4152322.0	-4151140.0	-0.709299145	-4963203.0	-4956754.0	-4956489.0	-4954234.0	20	8501.084150841509	0.225	14-06-24 03:44:29.689595
6.0	0.03	250	250	16383	16383	16383	16383	125.095005	124.978814	124.979571	124.978933	39.9365996	1718329502.6063445	-5.98917627	-3765010.0	-3770979.0	-3774633.0	-3773673.0	-0.644819821	-4511874.0	-4505951.0	-4505768.0	-4503663.0	20	8501.084150841509	0.25	14-06-24 03:45:09.295398
6.6	0.033	250	250	18022	18022	18022	18022	112.583077	112.478088	112.480426	112.479108	39.9218966	1718329542.220951	-5.38953925	-3387931.0	-3393151.0	-3396464.0	-3395723.0	-0.580326005	-4060526.0	-4055036.0	-4054874.0	-4052953.0	20	8501.084150841509	0.275	14-06-24 03:45:48.908737
7.199	0.036	250	250	19660	19660	19660	19660	100.077393	99.9824671	99.9865821	99.9849654	39.9188215	1718329581.8323777	-4.79081302	-3011435.0	-3015894.0	-3018881.0	-3018354.0	-0.515903624	-3609620.0	-3604614.0	-3604520.0	-3602719.0	20	8501.084150841509	0.3	14-06-24 03:46:28.520941
7.8	0.039	250	250	21298	21298	21298	21298	87.571348	87.4866352	87.4934956	87.4916796	39.9389059	1718329621.4459975	-4.19073105	-2634079.0	-2637780.0	-2640426.0	-2640089.0	-0.451303801	-3157463.0	-3152918.0	-3152889.0	-3151250.0	20	8501.084150841509	0.325	14-06-24 03:47:08.134131
8.4	0.042	250	250	22937	22937	22937	22937	75.0580248	74.9841813	74.9938885	74.9906911	39.9058483	1718329661.059773	-3.59209309	-2257622.0	-2260573.0	-2262876.0	-2262749.0	-0.386809465	-2706083.0	-2702005.0	-2702054.0	-2700575.0	20	8501.084150841509	0.35	14-06-24 03:47:47.748214
8.999	0.045	250	250	24575	24575	24575	24575	62.5494227	62.4859156	62.498699	62.4956167	39.9169956	1718329700.6732943	-2.99352398	-1881212.0	-1883400.0	-1885358.0	-1885456.0	-0.322389463	-2255163.0	-2251556.0	-2251653.0	-2250357.0	20	8501.084150841509	0.375	14-06-24 03:48:27.363778
9.599	0.048	250	250	26214	26214	26214	26214	50.0386577	49.9849394	49.9999962	49.9976686	39.9344854	1718329740.2863085	-2.39419139	-1504319.0	-1505756.0	-1507380.0	-1507683.0	-0.257863561	-1803542.0	-1800411.0	-1800583.0	-1799410.0	20	8501.084150841509	0.4	14-06-24 03:49:06.973839
10.199	0.051	250	250	27852	27852	27852	27852	37.5336241	37.4898388	37.507802	37.5046227	39.9283352	1718329779.8946133	-1.79469945	-1127332.0	-1128007.0	-1129288.0	-1129809.0	-0.193284661	-1351544.0	-1348897.0	-1349128.0	-1348108.0	20	8501.084150841509	0.425	14-06-24 03:49:46.583557
10.8	0.054	250	250	29490	29490	29490	29490	25.028964	24.9943184	25.0161633	25.0124006	39.933044	1718329819.5094182	-1.19487297	-750144.1	-750055.2	-750997.8	-751733.5	-0.128703264	-899553.0	-897361.0	-897655.2	-896783.2	20	8501.084150841509	0.45	14-06-24 03:50:26.197794
11.399	0.058	250	250	31129	31129	31129	31129	12.5169349	12.4930175	12.5154171	12.5124037	39.8997941	1718329859.1214159	-0.595809301	-373441.9	-372600.6	-373196.6	-374141.6	-0.0642066683	-448123.2	-446425.1	-446788.2	-446055.2	20	8501.084150841509	0.475	14-06-24 03:51:05.811277
12.0	0.061	250	250	32767	32767	32767	32767	0.0102859831	-0.00317457933	0.0217381882	0.0177348238	39.8806706	1718329898.7343445	0.00350663118	3411.792	5001.184	4737.52	3592.84	0.000319492391	3473.588	4719.184	4294.988	4863.384	20	8501.084150841509	0.5	14-06-24 03:51:45.422375
